"","msno","is_churn","is_duplicate","city","age","gender","registered_via","registration_init_time","payment_method_id","payment_plan_days","plan_list_price","actual_amount_paid","is_auto_renew","is_cancel","n_transactions","payment_price_diff"
"6219","MSW8T7TavHfpWmbrFDTkMXEicmeMmgl2N74fp6tzR4o=",1,1,8,21,2,9,20160811,30,30,180,180,0,0,7,0
"6220","7tEZM7qo8XUHygHTAhIqsOQ0Ck9GSgoz3oSQqZq4bto=",0,1,13,21,2,3,20160905,38,60,258.333333333333,258.333333333333,0,0,3,0
"6221","c8nHuZk9D8KKIBhIZo7xD6cxEkNkJ2ag5pVkwILWUlA=",0,1,15,35,2,9,20111008,40,30.1923076923077,149,149,1,0,26,0
"6222","uifSHzNM/byMkiW8O2V8csIwXUNElFiVDiB8pR+igho=",1,0,6,27,2,3,20130130,40,29,143.269230769231,149,1,0.0384615384615385,26,-5.73076923076923
"6223","V2BSz+cTn/hpXNPOiw8jYTuoJAmgXLSW6UOGfjyUlKk=",0,1,13,20,2,9,20130430,39.9166666666667,28.7916666666667,142.791666666667,142.791666666667,0.958333333333333,0,24,0
"6224","Jg94jOw46na8VSA8ptspxUMOdIN1wzjVj91P5y4xJQM=",0,1,4,41,2,9,20050222,39,28.5789473684211,141.157894736842,149,1,0,19,-7.84210526315789
"6225","Dcu5dxHnrfHaBhsAcrw1Na3kskjdE19GjD0iF8X5FAY=",0,1,13,24,1,9,20131003,40,29.037037037037,143.481481481481,149,1,0.037037037037037,27,-5.51851851851852
"6226","TCZpBg3LNtw/JoFWHMQf3RcsAarqzrG2CgyZH8gCtVk=",0,1,8,31,1,9,20130416,39,28.5789473684211,141.157894736842,149,1,0,19,-7.84210526315789
"6227","BOxSf7X0/1765kR9t1JMGZ9wxTz+HdU/eAEisho5gO4=",0,1,15,21,1,9,20140522,33,21.8181818181818,108.363636363636,149,1,0,22,-40.6363636363636
"6228","jOqEza/seSz0uR4JV0OBncTdsc0Y4Vscf5g00tojh+E=",0,1,8,26,1,9,20060902,34,21.8181818181818,108.363636363636,149,1,0,22,-40.6363636363636
"6229","QlRrZETQw1aP0wssd2B/bOw/fB+epK9xYdrwr1EO1+g=",0,1,9,31,2,9,20150115,28,30,150,150,0,0,5,0
"6230","zQ1mTgcx/dlKROItwGNyxzS9U4w5vHGbCfQCpHM1sYM=",0,0,14,32,1,9,20090306,36,30,180,180,1,0,10,0
"6231","FnfkG2VQoXcebix79ySzA1pZ37K1lyZrptM2lHpomL8=",0,1,4,20,2,3,20111223,34,21.8181818181818,108.363636363636,149,1,0,22,-40.6363636363636
"6232","xjWHSBa6w3bT8qotYYGnU4HZbJp0c0AVuJO6EH1qQ9M=",0,1,8,28,1,3,20111231,40,28.9166666666667,142.791666666667,149,1,0.0416666666666667,24,-6.20833333333333
"6233","X09nbjiXOPpWYC6Q19EYCJMavbHnTmm/GZDvFJT+YvU=",0,1,22,22,2,9,20151030,38.9,30,149,149,0.9,0,10,0
"6234","Olxr6GOqTfJcurVlIhDh/w+kQLPJSKQfeyyedV+wJ3M=",0,1,5,20,1,3,20121122,37,28.5,140.722222222222,149,1,0,18,-8.27777777777778
"6235","jkCgXm78xl3dv7nsosjMKlr65zQzj+Lr9P1WxA7qprk=",1,0,5,27,2,9,20090724,36.0833333333333,41.8333333333333,224.5,224.5,0.75,0.25,12,0
"6236","WeTcS5Qz8DuTrZ+hZQVymdtZo+ZlkIIME/GhCUY9WXs=",0,0,22,19,2,7,20151101,41,30,99,99,1,0,16,0
"6237","0r89oyjIzqkz+hxGHhDvFxa0HUbJrfzT2Byi8MBIgLo=",1,1,5,19,2,9,20130628,38,28.8461538461538,143.269230769231,149,0,0,26,-5.73076923076923
"6238","6VJrsbFjgGUwOy2pSpnkbFDTv8r3z2HMjFmMcUW3pPo=",0,1,4,31,2,3,20130712,37,28.5,140.722222222222,149,1,0,18,-8.27777777777778
"6239","hrHP+c7ok+7UHns6LKH4Lfm4CqctZT/vXtMfKQvT/Oo=",0,1,14,26,2,9,20080228,34,21.8181818181818,108.363636363636,149,1,0,22,-40.6363636363636
"6240","cd04Uy1+jvPJKYmzbrWD1rrwuQ2Bl/BcVmwxHnMe5NQ=",0,0,6,22,2,9,20080426,37.7,53.2,241.4,241.4,0,0,10,0
"6241","KCffYqiexeEnhvN5VmoFzqef8oNT3IBUWqlOLTFr13Q=",0,1,15,31,1,3,20121127,39,28.5789473684211,141.157894736842,149,1,0,19,-7.84210526315789
"6242","s5/9Ah2uQwJFf6mR1uOYiMfqS2ZaLyx2K08F9g3aiMs=",0,1,12,25,1,9,20141017,37,30.1538461538462,149,149,1,0,26,0
"6243","O1P1eeGOB8isWl4nDLUwdIyV0kAioykF1yRXTQOGPwI=",0,1,15,29,1,3,20130403,40,29.037037037037,143.481481481481,143.481481481481,1,0.037037037037037,27,0
"6244","omhuBXjZuSWDCEqtkicEX5s1rya5gTS6qwRGJipbTQg=",0,1,4,22,1,3,20150401,36,30,164.347826086957,164.347826086957,0,0,23,0
"6245","hZ9iKv+tqG2j4NemYTNFj6jyJXIpOvj5IR6QXzvQiQw=",0,1,7,5,1,9,20111106,39,28.5789473684211,141.157894736842,149,1,0,19,-7.84210526315789
"6246","LhYS5H4s55lLIcKS9hpxuIMMpJXwyZxRRn9LjXK1+3w=",0,1,12,27,1,3,20130210,40,30.1538461538462,149,149,1,0,26,0
"6247","XBrwInjGWmkxkHzuNTsmC9JTa821HxHkJ9tJbGPOBow=",1,0,5,21,1,9,20131018,38,51.4285714285714,244.785714285714,255.428571428571,0,0,14,-10.6428571428571
"6248","5oFCx6YHsPKktqW1QvExLkAOZx1UkQtgv4hr+p50AQY=",0,1,13,47,1,7,20140714,33.5,24.6428571428571,122.392857142857,149,1,0.0357142857142857,28,-26.6071428571429
"6249","1yoCpg2vCx+5NGZoMkPkAeiavpx8D6SKpJpEuQAEiKc=",0,1,5,30,2,9,20070610,33,21.8181818181818,108.363636363636,149,1,0,22,-40.6363636363636
"6250","U52+gwgm+D+AWJ3MWIif7c4Avmhweiwrke42ixcBlIw=",0,1,14,30,2,3,20141018,36.6153846153846,27.8076923076923,152.192307692308,163.692307692308,0.615384615384615,0.0769230769230769,26,-11.5
"6251","7/2lA9xgRBIFvn3eyPk3Iu1M404YXRyCohAk+GjqtVs=",0,1,17,23,1,7,20141209,41,28.9655172413793,132.137931034483,127.965517241379,1,0.0344827586206897,29,4.17241379310345
"6252","wkE0DqCW8//0JUsReEi4Pkeu76WIxcDWOAl0ZHKcO0U=",0,1,15,31,2,9,20040921,34,21.8181818181818,108.363636363636,149,1,0,22,-40.6363636363636
"6253","zriIfZqVJyzjzbFeyddANBnegbqHhu9JmHW6z9Qz2L0=",0,1,5,22,2,9,20070915,33,21.8181818181818,108.363636363636,149,1,0,22,-40.6363636363636
"6254","oG+sgmOuO+iNVduVHeTMAf+E84j9ZgK7pWi3Iga+fVU=",0,1,15,31,1,9,20041117,23,22.1739130434783,110.130434782609,147.695652173913,1,0,23,-37.5652173913044
"6255","vAqp47aI9p0ZiXQbKS4b/Uwgv6NrGNanhVPKIjDgNn0=",0,1,13,25,2,9,20110826,34,21.8181818181818,108.363636363636,149,1,0,22,-40.6363636363636
"6256","PXNUcMWxAVRr42iyqdAkWIjXYjJqJ2VUFmJnDTqhdcA=",0,1,5,29,1,3,20150504,38.2941176470588,28.6470588235294,140.235294117647,140.235294117647,0.470588235294118,0,17,0
"6257","cEZwW185MO5h71aDjQ+4GV9+pif+Et09+5tw7Ien9xY=",0,1,15,39,1,9,20100922,37.5,30.2083333333333,163.375,163.375,0.375,0.0416666666666667,24,0
"6258","uL31n1n79PYHGDG7BvHE12zf2a+Zq62H117qEntR7xM=",0,1,5,29,2,3,20150603,35.6,20.8,108,108,0.6,0,5,0
"6259","G1rVzO9ug5iQMAfMOE0LmGf8KiA5SHql/fOQ/gJqxQs=",0,1,14,26,1,3,20130119,36.5263157894737,30,159.210526315789,159.210526315789,0,0,19,0
"6260","5ktudAzXk9kx6LXQ8MngMRpjJWd60a3gbGAcdwDZFUI=",0,1,4,35,1,7,20130130,41,28.75,118.291666666667,124.5,1,0.0416666666666667,24,-6.20833333333333
"6261","zFWKS/1ANgUReC8JDhHqGK7zrKntRucAPUcVA5fI8cI=",0,1,13,25,2,7,20130715,41,30,135.666666666667,135.666666666667,1,0.0666666666666667,15,0
"6262","z/ouDIvOKK/1x6JRHUvUNw8N6PTWNHgEmVnJ2GdDKlo=",0,1,4,34,2,4,20160522,38,45,186.25,186.25,0.75,0,4,0
"6263","PKrsJylo0UCZfZroOvafez+9yuJ1i3d+bhjm+NvdAAc=",0,1,13,28,2,3,20130202,40,30.1481481481481,149,149,1,0.037037037037037,27,0
"6264","d86rUbIa6tebzQGbg1PN/IklsZDef8g3a1A8xkl8Tw4=",0,1,15,24,2,3,20131029,39,28.5789473684211,141.157894736842,149,1,0,19,-7.84210526315789
"6265","RFcuo5bzR1RLNIb3XRp6evQ+cv9ZNZkjPb/6P8svwjE=",0,1,6,22,2,4,20160504,38,30,149,149,0,0,3,0
"6266","9OyM4+Kkwr0fiet3GejZfZ4qh2lXrmQibaQ9pJECxWI=",0,1,4,27,2,9,20070817,38.8571428571429,30,149,149,0.857142857142857,0,14,0
"6267","+z4V7gDV8uzII5UOuanGWzr0wD5/3QZWz86HEIHll/Y=",0,0,13,24,2,3,20130617,39,28.5789473684211,141.157894736842,149,1,0,19,-7.84210526315789
"6268","LxxGImcCaEKv/YKpm3H+brUjC39qpUlE+PxSj2ytl6I=",0,1,4,17,2,4,20151219,33.6923076923077,30,139.769230769231,139.769230769231,0.538461538461538,0,13,0
"6269","2aay7fLJb1QY3kPiGO2kitVuZ2brw1u9B5PSC7be7tU=",0,1,18,20,1,9,20080105,37,30,149,149,1,0,17,0
"6270","c+JBEYHpwFbgzezwfhSBjw/E4/QbUewLnGsS5ytosrg=",0,1,17,31,1,7,20121226,41,28.8888888888889,141.62962962963,147.148148148148,1,0.037037037037037,27,-5.51851851851852
"6271","BZM3QryYc8H/7n0qQTqfCUvY18LW3lYkjyxUuElBPR0=",0,1,13,28,2,9,20091113,40,28.8181818181818,142.227272727273,149,1,0.0454545454545455,22,-6.77272727272727
"6272","7YXNdXi1vwf0USNE1Y6x9rw8r+Ssd5Ds5IfXlyzkv4U=",1,0,3,31,1,3,20130520,35,125,574.5,574.5,0,0,4,0
"6273","mDb6PjBHVcsRu4fRxNueTH232hi6bumQJ9xSIa7R1Xc=",0,1,14,35,2,9,20070224,39,28.5789473684211,141.157894736842,149,1,0,19,-7.84210526315789
"6274","G/9RIvcdbjiq7G39J2eVh6PQ5+4J7v288UNW6c5n6Ps=",0,1,13,22,2,9,20060927,39,28.5789473684211,141.157894736842,149,1,0,19,-7.84210526315789
"6275","8W0gq3KcdCgN1tiwBuAd39049f7Br11RF4EeSdKhS+Y=",0,1,13,47,1,9,20091003,37,29,143.269230769231,149,1,0,26,-5.73076923076923
"6276","+JZ9+OIlvfT30QGUL8lDel4lK6/sc7sDYjT8eNHaJQQ=",0,1,9,36,1,9,20081106,40,30.0833333333333,149,142.791666666667,1,0,24,6.20833333333333
"6277","ugiEL6/ozPl3vZprbgdIWse9yBrrB0xApNFjNH4de3M=",0,1,13,23,1,9,20060302,35.8333333333333,26.1666666666667,150,150,0.833333333333333,0,6,0
"6278","RQszjwZ7I2fzpVk9l9H0TeGWSHPl19YKeJ4lG8F1Ww4=",0,1,13,26,1,9,20070119,39,28.5789473684211,141.157894736842,149,1,0,19,-7.84210526315789
"6279","5skQ/ZX31crGtCKq5GcsRYpcuJT8Ksujd5n8rdEFaGg=",0,1,22,24,1,3,20151025,35.75,24.25,135,135,0.75,0,4,0
"6280","C7wE+GXKlZHZocwNwG2rYAonzlJNSrwkFUHGdL1dK+Y=",0,1,22,24,1,9,20070924,39,28.5789473684211,141.157894736842,149,1,0,19,-7.84210526315789
"6281","VB6KbRK6/ug1zHWFyH185+LpHgZ76e+nS9a6+rGVq/s=",0,1,4,23,2,4,20151010,35.75,61.875,287.625,287.625,0,0,8,0
"6282","+5cHlyt2e7tQKiGvu2J3INOS/srQhfPm4cGUT9YsFg4=",0,1,4,23,1,9,20090425,35.2142857142857,38.3571428571429,185.642857142857,185.642857142857,0,0,14,0
"6283","+ovbenVG+hS55OVN0WTfb6UcDyBRHVpSRfpl6B7fEBQ=",0,1,22,27,1,3,20140712,37,30,149,149,1,0,19,0
"6284","mqA+swcovj4zUDWiqZpxOTl5lYZZYyVltwsV23EXirE=",0,1,13,26,2,9,20070604,39,28.5789473684211,141.157894736842,149,1,0,19,-7.84210526315789
"6285","p7USNoR4/2QgUftiDfYPiOAISqaSMIcos1JGjezEJJY=",0,1,12,27,2,7,20110319,41,30,127.888888888889,127.888888888889,1,0.037037037037037,27,0
"6286","KiHPbjFwQUrPvd/a0c5f5j3ndc5kKm6AbERAcYIAl2c=",0,1,1,28,2,9,20100206,37.8571428571429,30.1428571428571,149,149,1,0.0714285714285714,28,0
"6287","q7JH5a+k2FuncuiCX/ArQGBzn/bL/hFyKRdLf2LvsfE=",0,1,4,32,1,4,20170106,29,30,180,180,0,0,2,0
"6288","yxPjLVioftd0DigU2nOHQ+24U0SYNIpCVOtDDjap9As=",0,1,22,34,1,7,20141129,41,28.6363636363636,142.227272727273,149,1,0.0454545454545455,22,-6.77272727272727
"6289","O3cZk7zQygasKmY0p7TOfbD9Vbl+6M4W+mlmLqxajhM=",0,1,22,28,1,9,20060712,40,29.0714285714286,143.678571428571,149,1,0.0714285714285714,28,-5.32142857142857
"6290","JaUNebSI0zfaSkl7sB8nkrjpMLi5byyC77Jkv2ahETw=",0,1,6,42,2,7,20120525,41,28.5365853658537,133.682926829268,134.365853658537,1,0.0487804878048781,41,-0.682926829268293
"6291","RPFzQxlNEyixL9GiKS8N8dgpYbRaFMxMx5eNX/y1FIE=",0,1,13,32,1,7,20140508,30,28.8461538461538,140.961538461538,145.923076923077,1,0,26,-4.96153846153846
"6292","nlEHghd0VcXBD4kNOheySczfS3hBW4ErqYEMMsY12hI=",0,1,13,46,1,7,20120206,41,28.8461538461538,143.269230769231,149,1,0,26,-5.73076923076923
"6293","NXdeEmNVVSRpCjggEkPpKCYwy80DHYo/0uaPPCB/azo=",0,1,13,22,1,3,20140114,33,21.8181818181818,108.363636363636,149,1,0,22,-40.6363636363636
"6294","xSP7ELCMkWwcSeGFuj6fH5GOBx6UyJefYjUGYr/lbcM=",0,1,22,20,1,9,20140118,38,30,149,149,0,0,8,0
"6295","+TWk+8dPh65AaGPRT1wudJ1W8LiKJsc49CZJHfA8iBM=",0,1,7,27,2,9,20090623,34,21.8181818181818,108.363636363636,149,1,0,22,-40.6363636363636
"6296","Ft9Y3kras0J1iEmrAj24OUWM8ngfxf5GZdGyVj4YcMU=",0,1,13,39,1,3,20120923,40,29,143.269230769231,149,1,0,26,-5.73076923076923
"6297","E7Xsk3codyLOGeBtKWjDcAZ2MjD6cGhr2dIVUwsDrWs=",0,1,13,33,2,3,20150805,37,30,149,149,1,0,18,0
"6298","guIjvPip6evCJUtxPHMueWqpCMS/Sq0bcn+BYb1iZzA=",0,1,13,41,1,4,20160406,39,30,149,149,1,0,8,0
"6299","9mnLUjkdMLPgptcAgCGKnDQiG3UvuLjCGR5n3DAZAY4=",0,1,4,43,2,9,20060517,39,28.5789473684211,141.157894736842,149,1,0,19,-7.84210526315789
"6300","xbs/p+j6rFF8W1Mk9RG1q3ovvAfLYe2gjvzeHbSn4qU=",1,0,13,22,1,9,20130316,39,28.0714285714286,138.357142857143,149,1,0.142857142857143,14,-10.6428571428571
"6301","ku1HGYhRKrK3JZHBP3N73chbUG25KgaOQcoGBy9J+UE=",0,1,13,23,1,4,20151029,36,30,168.75,168.75,0,0,16,0
"6302","DAxJbRGRVDs795ymnEEmpj2PEhqf170gHiz3oXwCDvE=",0,1,22,20,1,3,20130920,37.4,30,151.066666666667,151.066666666667,0,0,15,0
"6303","Jh6Cu5JI1PlvakxsEFTF4xLD2EQbegEeKlgQg+N+MaY=",0,1,4,55,1,9,20140904,38.8148148148148,29.037037037037,152.666666666667,158.185185185185,1,0.037037037037037,27,-5.51851851851852
"6304","gbf491XCfJUnqxl21TFsBWtpVi0Ie16WAQYH5Pumo4Y=",0,1,12,26,1,3,20130808,33,21.4285714285714,106.428571428571,149,1,0,21,-42.5714285714286
"6305","8G+kT/9dMqtqqedfN8+sdrTEyGopXiKT1bLVWHPCv2k=",1,0,12,25,1,9,20100327,37.5625,28.5625,141.6875,141.6875,0,0,16,0
"6306","wIQT+oAr+zZeXGzRz5yIDZvmfICqlgWN0kgk15F0ZbU=",0,1,4,17,2,4,20160906,36,30,180,180,1,0,6,0
"6307","g4l+/Qhn9V99KDe7fgJ7qh1BExF7+6d+joSsyrrWbPY=",0,1,13,37,2,9,20131029,40,28.7,141.55,149,1,0,20,-7.45
"6308","OfgiUsCm8K01ZUehAjKL9ZK7uvdhMVQiCYR91JLI37U=",0,1,4,26,1,9,20080501,33,21.8181818181818,108.363636363636,149,1,0,22,-40.6363636363636
"6309","56c+Z00qXuiZj9rsMtjRavJKQzzxPjxphRUJmFN5jgE=",0,1,9,33,1,7,20120118,40,26.1666666666667,124.166666666667,74.5,0.833333333333333,0.166666666666667,6,49.6666666666667
"6310","c9xwneHhe3G7Nc/bqkJ+67Q1FwtGAA4tGuBaoUH/JHs=",0,1,15,37,2,7,20161208,41,30,149,149,1,0,3,0
"6311","6Cx+j4iu5ZiHkZHij5tvI6yOIeByVlT99RUUBf19Tp4=",0,1,5,32,2,9,20150523,39.3636363636364,28.6818181818182,142.227272727273,142.227272727273,0.954545454545455,0.0454545454545455,22,0
"6312","a5oMkJpdSVR5Pjf/B9K4wxgvwvKmBVg3zR441pmNNzo=",0,1,5,24,2,3,20121218,39,28.5789473684211,141.157894736842,149,1,0,19,-7.84210526315789
"6313","pcjl9cPcTnCJcGO2Te8VOvwBfj/GQtgx00TMX2RUNKo=",0,1,10,23,1,3,20121204,36.2666666666667,30,169.866666666667,169.866666666667,0,0,15,0
"6314","pZUXjQYtnrkDNadwPEmd0zsh8ZT9UFnmLO+GZuxdhJY=",0,1,13,27,2,9,20111202,39,30,149,149,1,0,13,0
"6315","xmE9J8N9LVGKoVj8VhqJhEgvR9qQrjFjNKuNsBnXyI4=",0,1,5,20,1,4,20170103,36,30,180,180,1,0,2,0
"6316","CgcKSCjs1xbTBPWkIacDHy/0lmL8oTdBEM8l/axqXdo=",0,1,15,27,1,9,20070718,39,28.5789473684211,141.157894736842,149,1,0,19,-7.84210526315789
"6317","71WnuWBvlALLh2T5DZ1aflTmGTpUmWidrrulYs9K050=",0,1,5,30,1,9,20060722,34,21.8181818181818,108.363636363636,149,1,0,22,-40.6363636363636
"6318","n34sH9isf/fzu1EiQr8C/RsAWtGIJG5MTr8asCA1nCs=",0,1,13,28,2,9,20070218,37,30.1538461538462,149,149,1,0,26,0
"6319","o3MfDHmeCfcgcJDVeKWCxzEa8mjvAJTjxauHtsm5ZP4=",0,1,13,25,1,7,20130315,41,27.7777777777778,129.814814814815,140.111111111111,1,0.037037037037037,27,-10.2962962962963
"6320","9Gl9/B771in9YaOVfh+j/nvwiRI1P99YdLmB+7c85vo=",0,1,22,23,2,3,20120519,39,28.5789473684211,141.157894736842,149,1,0,19,-7.84210526315789
"6321","LGUOS0w25AsQho8b+Kjr6xCL0lyeLc9xHDYYeuJ8NSg=",0,1,12,34,1,9,20130402,35.4285714285714,84.2857142857143,392.571428571429,392.571428571429,0,0,7,0
"6322","0iZFhN59i5weQ2c1/hjfjQGAiGGo9UjdYfQYmfDi1qY=",0,1,13,23,2,3,20140712,37,30.1923076923077,149,149,1,0,26,0
"6323","JyBjkyWwH+fO5oN0x4we9bckwBkpTzhFszdCTiY14Bo=",0,1,22,19,2,4,20151201,38,30,149,149,0,0,6,0
"6324","e9R39DuoeQdt1DJDbnCu8q0J50KNwkOJsHUXxMpv6Cg=",0,1,12,30,1,9,20051107,34,21.8181818181818,108.363636363636,149,1,0,22,-40.6363636363636
"6325","wYxP417y+ID1uAO6XFw6ZQDm4HhYU8g1al9ie6SUXX0=",0,1,1,44,2,4,20160726,38,30,149,149,0,0,7,0
"6326","IjTiSkKt9FpXmRrNOeF1HgMUgPQWaRYhM77uY+Z7fX0=",0,1,1,28,2,7,20150710,41,30,99,99,1,0,20,0
"6327","HxN21x4oeMHpaZqDcNpdgSJ5iFwADGkhlY607UXCVH8=",0,0,13,27,2,7,20170102,41,30,99,99,1,0,2,0
"6328","oXQtbWrbrU5LPJyetaRyw7UgAiKc0b46wHVrySJMo3k=",0,1,4,25,1,9,20060923,40,28.9615384615385,143.269230769231,149,1,0,26,-5.73076923076923
"6329","fe+6vaYwFHX43AFJdRN9sXcYrD/HU1h5UvSn6QWcNOg=",0,1,22,24,1,9,20100615,37,29,143.269230769231,149,1,0,26,-5.73076923076923
"6330","LHMy/GfHBG/jjntLzvdoJ++/hpfyWKPAi/C8HMoVeTo=",0,1,5,37,2,9,20110107,39,30.1666666666667,155.5,155.5,0.958333333333333,0.0833333333333333,24,0
"6331","3uxIBCGOI+nCyNU1HBcz7yVgqB8UnfGsG9QvJSkM6eM=",0,1,13,18,2,3,20141030,29,30,180,180,0.4,0,5,0
"6332","DCmmZNco1geqO8ZnGu0G9jqXBICWJappEAtNkbks1Uo=",0,1,14,30,2,9,20080105,39,28.5789473684211,141.157894736842,149,1,0,19,-7.84210526315789
"6333","VCxIKs2dUNudPCkPv0Z/h6C/XDlJ6UTk5kUgQM0gsbk=",0,1,5,38,2,4,20160710,40,30,149,149,1,0,8,0
"6334","4ByQQFjzA47U+lJ972beNun+W2FWM+uT3DtZi/WxT3c=",0,1,13,21,1,9,20110826,37.8260869565217,30,151.695652173913,151.695652173913,0.0869565217391304,0,23,0
"6335","6qcgrL26s+/gipEWIOtmlR74pvgQ41DFqLiU8pYhHMw=",0,1,15,30,2,9,20140116,39,28.5789473684211,141.157894736842,149,1,0,19,-7.84210526315789
"6336","I11zYbzTlfxo94VUjp8UwSdI6cABpmmrXResh1irutE=",1,0,15,26,2,3,20130908,35.8181818181818,28.7727272727273,152.090909090909,126.136363636364,1,0.0909090909090909,22,25.9545454545455
"6337","scZYLZ1MONcI7lSyxz/DXz579uq+3gvq8LaC/3pKpYo=",0,1,13,24,2,9,20121216,36.1428571428571,38.0476190476191,197.952380952381,197.952380952381,0.333333333333333,0.0476190476190476,21,0
"6338","pJswVz+BhgdlZzfim3Asz+cM1NQqgSK1xnT4j3/7ivc=",0,1,15,30,2,9,20120906,39,28.5789473684211,141.157894736842,149,1,0,19,-7.84210526315789
"6339","/SozI/nCQpg+Tm2n5KabIGGrGQMYMCxNTeP27YRHD+4=",0,1,5,40,2,9,20150325,40,28.7916666666667,142.791666666667,149,1,0,24,-6.20833333333333
"6340","ZZnAn8sx2tuBXXncu9KoiGXHDb/6nzeKOYFsRloflQo=",0,1,13,20,2,3,20120930,39,28.5789473684211,141.157894736842,149,1,0,19,-7.84210526315789
"6341","+u/SccTfic5UN/SFyUjjMMGHfp25hDyxgEm5QTwpHr8=",1,1,1,22,2,4,20151031,37.25,24.25,75,75,0,0,4,0
"6342","I4kMr9oCZaPN9X9zdvie07mEqc9jsaFaIpJry3B/wxY=",0,1,13,29,2,7,20101214,39.5714285714286,29.0714285714286,147,152.321428571429,1,0.0714285714285714,28,-5.32142857142857
"6343","VdnZtelwa4FVgkW5N1dH43X1JDI55KQOQLMa4+KRDmk=",0,1,4,30,1,4,20170119,40,30,149,149,1,0,2,0
"6344","z+MQW573J40Th9EXrg+G0o6mFOS2Zo3JOg24hvN4XaY=",0,1,4,32,2,9,20090831,39,28.5789473684211,141.157894736842,149,1,0,19,-7.84210526315789
"6345","DYxlNxo5JU3CAN9KKxMUVlBTnjjx+Vkl+4zgckoOYLM=",0,1,5,39,1,9,20081123,39,28.5789473684211,141.157894736842,149,1,0,19,-7.84210526315789
"6346","3pGhgzAZa15W5D/ViKdwhuAFKUApUjhm07h4n8Rt5lQ=",0,1,4,23,1,9,20150824,38.3846153846154,30,149,149,1,0.0769230769230769,13,0
"6347","Qt/WV9vD73+tq1qdRKhk4MihA9SfCsStFhRDL5lp11Y=",1,0,20,24,2,9,20090927,38,30,149,149,0,0,4,0
"6348","8l++s4lyyLyocCBykDX6ogRbXh1IeZOb16zddOZaxDk=",0,1,15,28,2,9,20110114,37,30,149,149,1,0,11,0
"6349","PEwDAyXIjrMmt3W7AFjLjvIunGGtQKUGm+xEckZvtKU=",0,1,13,41,2,9,20090523,40,30,149,149,1,0,13,0
"6350","13+0aXpxA//vCP6UGy//8csR5LrxMkBr5Vaj2/u7pAk=",0,1,13,28,1,9,20040329,37,30.1538461538462,149,149,1,0,26,0
"6351","tqTCkF8MoEuuzMQtm5wuhOn6UxgJIJLzOFDY0A4vQgg=",0,1,13,24,2,9,20041010,37.3333333333333,30,159.333333333333,159.333333333333,0.333333333333333,0,15,0
"6352","86knWnkWEByaCnCpfH9gHEj8qK2Ek6Q7A9P5ysWWjL8=",0,1,4,35,1,9,20130210,39.8518518518519,26.8148148148148,132.444444444444,149.037037037037,0.962962962962963,0.037037037037037,27,-16.5925925925926
"6353","WksBxvFyf/gpOcZnLh9oDECOMTM2nZqWxYZxeaNPa4A=",0,1,5,27,2,3,20160411,38,30,149,149,0,0,11,0
"6354","ecAoIVm0rqRD72Q9VwQcXFYV7FRTBjRRi7RtefAndaI=",0,1,5,27,2,9,20150127,40,28.9615384615385,143.269230769231,149,1,0,26,-5.73076923076923
"6355","HifsoJdakK5X979V8l1bzbbVi94JDXOo089pkCidDYU=",0,1,14,23,2,7,20160616,41,30,99,99,1,0,9,0
"6356","1DlNK+ahR1L5XAmKyLUGhR7UmOoQn8/QtbF/fZQGooc=",0,1,16,29,1,9,20100315,39,28.5789473684211,141.157894736842,149,1,0,19,-7.84210526315789
"6357","ANH8U52ni2wU2V5gGAFrhJQbYcQkzwQz3X9PgCN6RUc=",0,1,15,32,2,9,20051130,39,28.5789473684211,141.157894736842,149,1,0,19,-7.84210526315789
"6358","nhEPfngqtiJ6xz/emqyH2fK/C2g++C2840NMzDGAsmg=",0,1,22,37,1,9,20071124,36,30,180,180,0,0,3,0
"6359","+dxPFRx1wpXccG2M6rc61DBQPmZCbhy7nQMT8u764TU=",0,1,22,29,1,7,20110701,39,28.5789473684211,141.157894736842,149,1,0,19,-7.84210526315789
"6360","gtQ+Frmxszpl9YZpEfFtxtDbtJSjJuW8jw9CeJl+Jds=",0,1,5,29,2,3,20150712,38.2857142857143,30,149,149,1,0.0476190476190476,21,0
"6361","tRVZYzacLGo9aK+PQkC2MQMhZNMsmVCOUYZZJm1DmH4=",0,1,6,23,1,3,20130101,36,30,180,180,1,0.142857142857143,7,0
"6362","g2dAXqsJAc4u0N6dSqYGS/1d4siPdFGRXc0GAACy/P8=",0,1,13,21,1,9,20111115,37.8571428571429,28.9047619047619,141.904761904762,141.904761904762,0,0,21,0
"6363","JHdMCVI4jh5df6DP7vqkMcZTk5mV7F5cvfMpAXuAL08=",0,1,14,23,2,7,20141007,40.2173913043478,28.695652173913,142.521739130435,149,1,0.0434782608695652,23,-6.47826086956522
"6364","jV/W1c9uhvIxj8m/V4GOiecWIAXjjn3FeYfzdpyjiJw=",0,1,13,23,2,3,20130305,36.4285714285714,26.5,136.571428571429,147.214285714286,0.857142857142857,0.142857142857143,14,-10.6428571428571
"6365","aG+VbupBddzczYdXJZpq7SzV0gG0A97tYQ+WzW42r3o=",0,1,4,32,2,7,20120828,41,28.695652173913,142.521739130435,149,1,0,23,-6.47826086956522
